contig	plasforest_pls	plasforest_chr	plasgraph2_pls	plasgraph2_chr	platon_pls	platon_chr	rfplasmid_pls	rfplasmid_chr	mlplasmid_pls	mlplasmid_chr	length	read_depth	gc_content
1	0	1	0.00499304	0.99709153	0	1	0.0	1.0	0.0192007942020453	0.980799205797955	420557	0.9390289285127192	0.4978564142316024
2	0	1	0.0027248228	0.99855936	0	1	0.0	1.0	0.0332005022658778	0.966799497734122	290906	1.0483562433283495	0.5098829175059985
3	0	1	0.002421542	0.9985988	0	1	0.0	1.0	0.0216698637257018	0.978330136274298	284608	1.0	0.504254975264223
4	0	1	0.004964236	0.99716103	0	1	0.0	1.0	0.0260963197768163	0.973903680223184	275138	0.9767582550146054	0.5067602439503086
5	0	1	0.0015972942	0.99913776	0	1	0.0	1.0	0.0267392886490404	0.97326071135096	268593	1.0305386708449678	0.5146522805881018
6	0	1	0.0037354776	0.99782753	0	1	0.0	1.0	0.0243707632786743	0.975629236721326	244479	0.9417232487435152	0.492475836370404
7	0	1	0.002200393	0.99879175	0	1	0.0	1.0	0.0314215806284737	0.968578419371526	242289	1.0652332538387703	0.5113108725530255
8	0	1	0.010296202	0.99379104	0	1	0.001	0.999	0.0102084175529586	0.989791582447041	165785	0.9758041460539404	0.4966432427541695
9	0	1	0.002803951	0.9984705	0	1	0.0	1.0	0.0731317126633184	0.926868287336682	154721	1.0754710641821967	0.5154374648560958
10	0	1	0.0046244143	0.9975107	0	1	0.0	1.0	0.0171695869198385	0.982830413080162	147297	1.0694816475205269	0.5259849148319382
11	0	1	0.0031304038	0.9982009	0	1	0.0	1.0	0.0249083585366331	0.975091641463367	138306	1.0448345631759652	0.5163116567610949
12	0	1	0.0038422365	0.9979342	0	1	0.0	1.0	0.0275410186401872	0.972458981359813	124240	1.0162093204428135	0.5223840952994204
13	0	1	0.005281813	0.99712837	0	1	0.0	1.0	0.0158396883851236	0.984160311614876	119253	1.0092402683437274	0.5139996478076023
14	0	1	0.007829193	0.99519986	0	1	0.0	1.0	0.0277546467596594	0.972245353240341	117157	1.0115269110609364	0.4854938245260633
15	0	1	0.02624895	0.9835926	0	1	0.0	1.0	0.0373245607521899	0.96267543924781	106895	1.0514315545749215	0.5005098461106694
16	0	1	0.006655501	0.99610496	0	1	0.0	1.0	0.010363504626595	0.989636495373405	106650	1.024061284480432	0.5076793248945147
17	0	1	0.028316528	0.9831126	0	1	0.0	1.0	0.0175112685268223	0.982488731473178	104595	0.9629422605190197	0.5061618624217219
18	0	1	0.022313505	0.9873508	0	1	0.001	0.999	0.0370996185334551	0.962900381466545	91214	0.9905024937350516	0.4928629377069309
19	0	1	0.0108581595	0.9938498	0	1	0.0	1.0	0.0260880062511493	0.973911993748851	89417	1.0421634593100513	0.5236699956384133
