28	NC_019037_00043|MPF_F	0.99	65609	121
28	NC_017639_00094|MPF_F	1.00	65609	171
28	NZ_CM001154_00067|MPF_F	1.00	65609	940
28	NZ_CM001154_00091|MPF_F	1.00	65609	188
28	NC_017639_00100|MPF_F	0.83	65609	385
28	NC_003277_00107|MPF_F	1.00	65609	940
28	NC_019000_00022|MPF_F	1.00	65609	290
28	NC_010409_00124|MPF_F	1.00	65609	242
28	NC_008460_00107|MPF_F	1.00	65609	940
28	NC_014312_00116|MPF_F	1.00	65609	101
28	NC_008460_00097|MPF_F	1.00	65609	212
28	NC_018966_00040|MPF_F	0.90	65609	212
28	NC_017659_00099|MPF_F	0.94	65609	436
28	NC_022651_00077|MPF_F	0.99	65609	104
28	NC_017630_00031|MPF_F	1.00	65609	171
28	NC_017639_00090|MPF_F	1.00	65609	195
28	NC_013121_00043|MPF_F	1.00	65609	188
28	NC_017054_00096|MPF_F	1.00	65609	330
28	NC_019094_00068|MPF_F	1.00	65609	616
28	NC_022609_00081|MPF_F	0.96	65609	330
28	NC_010719_00096|MPF_F	1.00	65609	948
28	NC_021501_00085|MPF_F	0.96	65609	330
28	NC_019094_00090|MPF_F	0.97	65609	484
28	NC_013362_00053|MPF_F	0.92	65609	212
28	NC_014615_00017|MPF_F	0.88	65609	162
28	NC_010719_00097|MPF_F	1.00	65609	458
28	NC_014615_00033|MPF_F	1.00	65609	458
28	NC_019037_00027|MPF_F	1.00	65609	212
28	NC_019165_00034|MPF_F	1.00	65609	456
28	NC_006323_00113|MPF_F	0.98	65609	456
28	NC_009837_00049|MPF_F	1.00	65609	1398
28	NC_019112_00045|MPF_F	0.99	65609	828
28	NC_021501_00074|MPF_T	0.82	65609	748
28	NC_009378_00113|MPF_T	0.84	65609	703
28	NC_021502_00150|MPF_T	0.79	65609	770
28	NZ_CM001063_00039|MPF_T	1.00	65609	732
28	NC_021155_00062|MPF_T	0.80	65609	753
28	NC_019112_00042|MPF_T	0.78	65609	777
28	NC_019072_00073|MPF_T	1.00	65609	720
28	NC_014384_00086|MPF_T	1.00	65609	741
28	NC_013507_00059|MPF_T	1.00	65609	762
28	NC_017627_00069|MPF_T	0.91	65609	783
28	NC_007607_00115|MPF_T	1.00	65609	504
28	08-5333_00200|MPF_Unknown	1.00	65609	738
43	NC_011351_00013|MPF_T	1.00	29516	245
43	NC_011351_00011|MPF_T	1.00	29516	790
67	NC_011351_00017|MPF_T	0.97	5419	655
67	NC_011351_00014|MPF_T	0.66	5419	259
