37	NC_019037_00043|MPF_F	0.99	33760	121
37	NC_017639_00094|MPF_F	1.00	33760	171
37	NZ_CM001154_00067|MPF_F	0.99	33760	940
37	NZ_CM001154_00091|MPF_F	1.00	33760	188
37	NC_017639_00100|MPF_F	0.83	33760	385
37	NC_003277_00107|MPF_F	0.99	33760	940
37	NC_017054_00095|MPF_F	1.00	33760	210
37	NC_019000_00022|MPF_F	1.00	33760	290
37	NC_010409_00124|MPF_F	1.00	33760	242
37	NC_008460_00107|MPF_F	0.99	33760	940
37	NC_014312_00116|MPF_F	1.00	33760	101
37	NC_008460_00097|MPF_F	1.00	33760	212
37	NC_018966_00040|MPF_F	0.93	33760	212
37	NC_017659_00099|MPF_F	1.00	33760	436
37	NC_022651_00077|MPF_F	0.99	33760	104
37	NC_017630_00031|MPF_F	1.00	33760	171
37	NC_017639_00090|MPF_F	1.00	33760	195
37	NC_013121_00043|MPF_F	1.00	33760	188
37	NC_017054_00096|MPF_F	1.00	33760	330
37	NC_022609_00081|MPF_F	0.96	33760	330
37	NC_010719_00096|MPF_F	1.00	33760	948
37	NC_021501_00085|MPF_F	0.96	33760	330
37	NC_007675_00027|MPF_F	0.97	33760	217
37	NC_019094_00090|MPF_F	0.96	33760	484
37	NC_013362_00053|MPF_F	0.91	33760	212
37	NC_014615_00017|MPF_F	0.88	33760	162
37	NC_010719_00097|MPF_F	1.00	33760	458
37	NC_014615_00033|MPF_F	1.00	33760	458
37	NC_019037_00027|MPF_F	0.98	33760	212
37	NC_010488_00021|MPF_F	1.00	33760	602
37	NC_019165_00034|MPF_F	0.99	33760	456
37	NC_006323_00113|MPF_F	0.98	33760	456
37	NC_009837_00049|MPF_F	1.00	33760	1398
37	NC_013437_00116|MPF_T	0.99	33760	882
38	NC_019083_00030|MPF_T	1.00	32950	309
38	NC_019899_00038|MPF_T	1.00	32950	309
38	NC_010860_00022|MPF_T	1.00	32950	309
38	NC_019047_00032|MPF_T	1.00	32950	309
38	NC_019157_00030|MPF_T	0.97	32950	242
38	NC_019067_00043|MPF_T	1.00	32950	237
38	NC_013503_00034|MPF_T	1.00	32950	377
38	NC_019046_00026|MPF_T	1.00	32950	376
38	NC_017624_00009|MPF_T	0.98	32950	611
38	NC_019047_00035|MPF_T	0.98	32950	611
38	NC_019899_00035|MPF_T	0.98	32950	611
38	NC_023277_00163|MPF_T	1.00	32950	717
44	NC_021501_00074|MPF_T	0.82	19781	748
44	NZ_CM001063_00039|MPF_T	1.00	19781	732
44	NC_021155_00062|MPF_T	0.80	19781	753
44	NC_019112_00042|MPF_T	0.78	19781	777
44	NC_019072_00073|MPF_T	1.00	19781	720
44	NC_014384_00086|MPF_T	1.00	19781	741
44	NC_013507_00059|MPF_T	1.00	19781	762
44	NC_017627_00069|MPF_T	0.91	19781	783
44	NC_007607_00115|MPF_T	1.00	19781	504
44	08-5333_00200|MPF_Unknown	1.00	19781	738
